rol	facultad	edad	dispositivos	uso	plus	p1	p2	p3	p4	p5
Estudiante	Facultad de Medicina	17-24 años	Computadora,	1	No	In some consultations the application and the same in the ABP class is very good in the Dr. Oupo to do as a simulated patient	If in tasks I answered 2 questions	In all it has helped me	Good and fast	That gives me the right answer without turning
Profesor	Facultad de Ciencias Exactas y Naturales	45-54 años	Computadora,	1	No	It could be a good work and learning tool if it is well used. Unfortunately, students are using it in an ethical way. It is replacing the research and critical thinking of students.	As a translator and text concealer in another language	The scientific information is not updated and it is not seeing, it has many easily detectable errors in appointments, organization of ideas, data connection, etc.	I have used it very little and in a very timely way, the experience has been regular	In several cases you can no longer evaluate the student's work but the work of the AI ​​tool, not only this, but the many that exist and that students handle with great knowledge but not good judgment
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,Teléfono móvil,	9	No	In programming it is a very useful tool, additional of external consultations.	In programming it is a very useful tool.	In programming it is a very useful tool.	Very good	Help in solving many problems.
Estudiante	Facultad de Ciencias Exactas y Naturales	17-24 años	Computadora,Teléfono móvil,	8	No	Very useful for research and search about any topic.	In research, for example, a calculation project where it was intended to show how AI described the history of calculation and how it is wrongly tried to solve derivatives and integrals.	Tasks that have to do with resolution of exercises and mathematical demonstrations.	Very good. Searches that are not easily found on Google can be answered by Chatgpt.	I have managed to learn about various topics with their answers and has been very useful when explaining topics with a high level of complexity.
Profesor	Facultad de Ingeniería	45-54 años	Computadora,	4	No	It is good to rely on some concepts	In none	In none	Check concepts	It is good but they should be worked hard on the use of jobs
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,Teléfono móvil,Tableta,	7	No	An extremely useful tool regarding information and complex problems	I use it to optimize my programming code, since that is its main function as AI	When I want to see something in a more graphic way, as I can not give it to me.	In itself, I have almost always had complete and satisfactory answers.	It has helped me solve problems that took me more than three hours to a matter of minutes, and to learn new ways to implement certain reserved words of each type of programming language, so I consider that it had a very big impact on my training
Estudiante	Facultad de Psicología	17-24 años	Computadora,	4	No	It is useful when you don't have much time to investigate for your. In addition, it is concrete in the information you ask, so you can occupy the rest of the time to investigate the topic with greater depth.	When I'm missing time	Sometimes it has mistakes	Half	Positively
Estudiante	Facultad de Medicina	17-24 años	Computadora,	2	No	It is a useful tool when correcting coherence and punctuation	In essay tasks	Updated topics	Good since he has guided for an adequate structure of the texts	In how to write better
Estudiante	Facultad de Enfermería	25-34 años	Computadora,Teléfono móvil,Tableta,	1	No	No	No	No	No	No
Estudiante	Facultad de Arquitectura, Diseño y Artes	17-24 años	No uso,	1	No	It is quite useful for shortening time in research, but I feel that many people can depend on that.	I have not used	Personal opinions, poetry, etc.	I have not used	Many use it to shorten time in their work, but I think it is not the best option since they do depend completely on that
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,	7	No	Excellent tool	In the generation and comparison of code	For data structuring and report generation	Very useful	Improving since it is used as a tool to solve doubts or consult topics immediately
Estudiante	Facultad de Comunicación, Lingüística y Literatura	25-34 años	Computadora,	3	No	It seems to me a useful tool to help you guide in some work or project you need to do.	I have only used it in language tasks.	In work situations where I need scientific bibliographies.	Very little, I have only used it for languages.	It seems to me a great tool and has influenced in a positive way to accelerate some educational processes.
Estudiante	Facultad de Psicología	17-24 años	Computadora,	2	No	I consider it a great tool to facilitate learning and research time	When looking for information that I do not find quickly on the Internet	So far in none	Very good	I feel that I can drive me to learn faster than usual
